date,country,year,quarter,hpi,hpi_target_1q,hicp,inflation_yoy,unemployment_rate,housing_overburden_rate,ecb_main_refinancing_rate,hpi_lag_1,hpi_lag_2,hpi_lag_4,hpi_qoq_growth,hpi_yoy_growth,hpi_rolling_mean_4,hpi_rolling_std_4,inflation_yoy_lag_1,inflation_yoy_lag_4,unemployment_rate_lag_1,unemployment_rate_lag_4,housing_overburden_rate_lag_1,housing_overburden_rate_lag_4,ecb_main_refinancing_rate_lag_1,ecb_main_refinancing_rate_lag_4,unemployment_change_1q,inflation_change_1q,ecb_rate_change_1q,hpi_target_1q_growth
2017-07-01,Alemania,2017,3,115.0,117.3,102.96666666666664,1.8127883981542412,3.5,14.5,0.0,113.1,110.9,108.8,1.6799292661361598,5.698529411764719,110.8,1.7757627469158648,1.661129568106312,0.3970880211780159,3.6,3.8,14.5,15.8,0.0,0.0,-0.10000000000000009,0.15165883004792913,0.0,1.9999999999999976
2017-10-01,Alemania,2017,4,117.3,118.3,102.46666666666664,1.5526924347538884,3.4,14.5,0.0,115.0,113.1,110.4,2.0000000000000018,6.25,112.35,2.1205345238094186,1.8127883981542412,1.0347129506007802,3.5,3.7,14.5,15.8,0.0,0.0,-0.10000000000000009,-0.2600959634003528,0.0,0.8525149190110828
2018-01-01,Alemania,2018,1,118.3,120.6,102.3,1.454545454545464,3.2,14.2,0.0,117.3,115.0,110.9,0.8525149190110826,6.672678088367889,114.075,2.725649769627015,1.5526924347538884,1.7833109017496571,3.4,3.7,14.5,14.5,0.0,0.0,-0.19999999999999973,-0.0981469802084245,0.0,1.9442096365173265
2018-04-01,Alemania,2018,2,120.6,123.1,103.96666666666664,1.928104575163392,3.3,14.2,0.0,118.3,117.3,113.1,1.9442096365173356,6.6312997347480085,115.925,2.3357725345877913,1.454545454545464,1.661129568106312,3.2,3.6,14.2,14.5,0.0,0.0,0.09999999999999964,0.47355912061792815,0.0,2.0729684908789388
2018-07-01,Alemania,2018,3,123.1,124.6,105.23333333333332,2.201359663321467,3.1,14.2,0.0,120.6,118.3,115.0,2.072968490878946,7.043478260869551,117.8,2.3223551264470474,1.928104575163392,1.8127883981542412,3.3,3.5,14.2,14.5,0.0,0.0,-0.19999999999999973,0.2732550881580751,0.0,1.2185215272136476
2018-10-01,Alemania,2018,4,124.6,124.6,104.66666666666669,2.1470396877033338,3.1,14.2,0.0,123.1,120.6,117.3,1.2185215272136452,6.223358908780896,119.825,2.5837634050615192,2.201359663321467,1.5526924347538884,3.1,3.4,14.2,14.5,0.0,0.0,0.0,-0.0543199756181334,0.0,0.0
2019-01-01,Alemania,2019,1,124.6,127.8,103.90000000000002,1.5640273704790042,3.0,13.9,0.0,124.6,123.1,118.3,0.0,5.3254437869822535,121.64999999999999,2.776688675383312,2.1470396877033338,1.454545454545464,3.1,3.2,14.2,14.2,0.0,0.0,-0.10000000000000009,-0.5830123172243296,0.0,2.5682182985553794
2019-04-01,Alemania,2019,2,127.8,129.6,105.7,1.6672010259698666,2.9,13.9,0.0,124.6,124.6,120.6,2.5682182985553803,5.970149253731338,123.225,1.8874586088182337,1.5640273704790042,1.928104575163392,3.0,3.3,13.9,14.2,0.0,0.0,-0.10000000000000009,0.10317365549086244,0.0,1.4084507042253498
2019-07-01,Alemania,2019,3,129.6,132.7,106.3,1.0136205258156394,2.9,13.9,0.0,127.8,124.6,123.1,1.4084507042253502,5.280259951259136,125.025,1.9805302320343954,1.6672010259698666,2.201359663321467,2.9,3.1,13.9,14.2,0.0,0.0,0.0,-0.6535805001542272,0.0,2.391975308641971
2019-10-01,Alemania,2019,4,132.7,133.8,105.9,1.178343949044569,3.0,13.9,0.0,129.6,127.8,124.6,2.3919753086419693,6.5008025682183,126.64999999999999,2.4785748593366494,1.0136205258156394,2.1470396877033338,2.9,3.1,13.9,14.2,0.0,0.0,0.10000000000000009,0.16472342322892963,0.0,0.8289374529012983
2020-01-01,Alemania,2020,1,133.8,136.2,105.53333333333336,1.5720243824189906,3.3,9.0,0.0,132.7,129.6,124.6,0.8289374529012905,7.383627608346721,128.675,3.3875999370256014,1.178343949044569,1.5640273704790042,3.0,3.0,13.9,13.9,0.0,0.0,0.2999999999999998,0.3936804333744215,0.0,1.7937219730941534
2020-04-01,Alemania,2020,2,136.2,140.3,106.43333333333334,0.6937874487543461,3.6,9.0,0.0,133.8,132.7,127.8,1.7937219730941534,6.572769953051627,130.975,2.7645071893563222,1.5720243824189906,1.6672010259698666,3.3,2.9,9.0,13.9,0.0,0.0,0.30000000000000027,-0.8782369336646445,0.0,3.0102790014684455
2020-07-01,Alemania,2020,3,140.3,144.3,106.13333333333333,-0.156788962057075,3.9,9.0,0.0,136.2,133.8,129.6,3.010279001468441,8.256172839506192,133.075,2.7390691849609943,0.6937874487543461,1.0136205258156394,3.6,2.9,9.0,13.9,0.0,0.0,0.2999999999999998,-0.8505764108114211,0.0,2.8510334996436204
2020-10-01,Alemania,2020,4,144.3,146.3,105.26666666666668,-0.5980484734025793,3.7,9.0,0.0,140.3,136.2,132.7,2.851033499643618,8.741522230595344,135.75,3.36699668349549,-0.156788962057075,1.178343949044569,3.9,3.0,9.0,13.9,0.0,0.0,-0.19999999999999973,-0.4412595113455043,0.0,1.386001386001386
2021-01-01,Alemania,2021,1,146.3,151.8,107.36666666666667,1.7372078332280383,3.9,11.0,0.0,144.3,140.3,133.8,1.3860013860013787,9.342301943198805,138.65,4.624932431939188,-0.5980484734025793,1.5720243824189906,3.7,3.3,9.0,9.0,0.0,0.0,0.19999999999999973,2.3352563066306176,0.0,3.7593984962406015
2021-04-01,Alemania,2021,2,151.8,158.2,108.73333333333332,2.1609771374882625,3.7,11.0,0.0,146.3,144.3,136.2,3.759398496240607,11.453744493392094,141.775,4.476140450581984,1.7372078332280383,0.6937874487543461,3.9,3.6,11.0,9.0,0.0,0.0,-0.19999999999999973,0.4237693042602242,0.0,4.216073781291158
2021-07-01,Alemania,2021,3,158.2,162.5,109.86666666666667,3.5175879396984966,3.4,11.0,0.0,151.8,146.3,140.3,4.216073781291163,12.75837491090519,145.675,4.784959073318826,2.1609771374882625,-0.156788962057075,3.7,3.9,11.0,9.0,0.0,0.0,-0.30000000000000027,1.3566108022102341,0.0,2.7180783817952032
2021-10-01,Alemania,2021,4,162.5,164.1,111.0,5.446485117162769,3.4,11.0,0.0,158.2,151.8,144.3,2.718078381795208,12.612612612612594,150.15,6.233511583904326,3.5175879396984966,-0.5980484734025793,3.4,3.7,11.0,9.0,0.0,0.0,0.0,1.9288971774642727,0.0,0.9846153846153812
2022-01-01,Alemania,2022,1,164.1,167.4,113.9,6.08506674945668,3.1,11.9,0.0,162.5,158.2,146.3,0.9846153846153838,12.166780587833204,154.7,7.119456908126455,5.446485117162769,1.7372078332280383,3.4,3.9,11.0,11.0,0.0,0.0,-0.2999999999999998,0.6385816322939109,0.0,2.010968921389404
