STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1996-07,,71.91,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1996-08,,71.69,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1996-09,,71.69,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1996-10,,71.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1996-11,,72.05,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1996-12,,72.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-01,,72.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-02,,72.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-03,,72.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-04,,72.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-05,,72.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-06,,72.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-07,,72.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-08,,72.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-09,,72.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-10,,72.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-11,,72.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1997-12,,72.99,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-01,,73.06,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-02,,73.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-03,,73.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-04,,73.42,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-05,,73.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-06,,73.13,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-07,,73.13,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-08,,73.13,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-09,,72.99,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-10,,73.13,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-11,,73.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1998-12,,73.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-01,,73.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-02,,73.42,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-03,,73.49,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-04,,73.49,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-05,,73.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-06,,73.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-07,,73.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-08,,73.49,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-09,,73.42,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-10,,73.70,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-11,,73.92,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,1999-12,,74.57,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-01,,74.28,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-02,,74.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-03,,74.92,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-04,,74.78,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-05,,74.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-06,,75.00,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-07,,74.78,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-08,,74.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-09,,75.14,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-10,,75.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-11,,75.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2000-12,,75.93,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-01,,75.96,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-02,,76.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-03,,76.33,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-04,,76.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-05,,76.86,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-06,,76.96,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-07,,76.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-08,,76.66,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-09,,76.95,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-10,,77.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-11,,77.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2001-12,,77.27,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-01,,77.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-02,,77.53,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-03,,77.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-04,,77.98,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-05,,78.12,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-06,,78.11,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-07,,77.98,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-08,,78.19,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-09,,78.19,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-10,,78.36,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-11,,78.36,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2002-12,,78.57,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-01,,78.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-02,,78.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-03,,79.06,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-04,,78.98,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-05,,78.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-06,,78.89,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-07,,78.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-08,,79.01,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-09,,79.22,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-10,,79.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-11,,79.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2003-12,,79.62,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-01,,79.67,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-02,,80.02,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-03,,80.34,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-04,,80.24,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-05,,80.53,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-06,,80.68,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-07,,80.44,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-08,,80.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-09,,80.68,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-10,,81.06,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-11,,81.22,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2004-12,,81.62,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-01,,81.60,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-02,,81.87,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-03,,82.26,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-04,,82.08,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-05,,82.09,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-06,,82.30,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-07,,82.13,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-08,,82.26,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-09,,82.73,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-10,,82.77,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-11,,82.63,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2005-12,,82.87,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-01,,82.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-02,,83.12,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-03,,83.34,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-04,,83.82,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-05,,83.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-06,,83.84,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-07,,83.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-08,,83.97,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-09,,83.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-10,,83.80,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-11,,83.91,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2006-12,,84.22,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2007-01,,84.28,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2007-02,,84.54,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2007-03,,84.94,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2007-04,,85.30,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,AT,Austria,2007-05,,85.45,,,,,
