STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-05,,61.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-06,,61.62,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-07,,62.13,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-08,,62.31,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-09,,63.18,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-10,,63.55,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-11,,64.28,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2000-12,,64.33,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-01,,64.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-02,,65.36,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-03,,66.09,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-04,,66.53,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-05,,67.31,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-06,,67.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-07,,67.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-08,,67.81,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-09,,68.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-10,,68.68,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-11,,68.91,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2001-12,,68.87,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-01,,69.97,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-02,,70.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-03,,71.09,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-04,,72.15,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-05,,72.44,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-06,,72.32,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-07,,72.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-08,,73.01,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-09,,73.34,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-10,,73.52,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-11,,73.41,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2002-12,,73.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-01,,74.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-02,,75.06,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-03,,75.56,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-04,,75.99,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-05,,76.44,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-06,,76.78,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-07,,77.29,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-08,,77.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-09,,77.01,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-10,,77.12,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-11,,77.26,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2003-12,,77.28,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-01,,77.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-02,,77.76,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-03,,78.23,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-04,,78.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-05,,79.43,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-06,,79.77,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-07,,80.19,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-08,,79.96,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-09,,79.65,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-10,,79.76,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-11,,80.17,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2004-12,,79.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-01,,79.41,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-02,,79.93,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-03,,80.77,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-04,,80.81,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-05,,81.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-06,,81.14,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-07,,81.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-08,,81.36,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-09,,82.15,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-10,,82.26,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-11,,81.81,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2005-12,,81.73,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-01,,81.44,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-02,,81.75,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-03,,82.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-04,,83.08,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-05,,83.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-06,,83.58,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-07,,83.34,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-08,,83.92,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-09,,84.19,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-10,,83.57,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-11,,83.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2006-12,,84.17,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-01,,83.76,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-02,,83.67,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-03,,84.57,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-04,,85.51,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-05,,86.49,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-06,,86.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-07,,86.70,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-08,,86.83,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-09,,87.22,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-10,,87.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-11,,88.66,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2007-12,,89.00,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-01,,89.09,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-02,,88.98,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-03,,90.16,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-04,,90.82,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-05,,91.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-06,,92.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-07,,92.70,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-08,,92.06,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-09,,92.06,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-10,,92.05,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-11,,91.24,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2008-12,,90.57,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-01,,90.30,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-02,,90.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-03,,91.58,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-04,,91.79,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-05,,92.37,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-06,,92.86,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-07,,92.10,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-08,,92.16,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-09,,92.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-10,,92.18,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-11,,92.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2009-12,,92.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-01,,91.93,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-02,,92.23,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-03,,93.18,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-04,,94.21,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-05,,94.59,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-06,,94.78,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-07,,94.22,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-08,,94.35,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-09,,93.93,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-10,,94.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-11,,94.34,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2010-12,,94.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-01,,94.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-02,,94.09,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-03,,95.38,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-04,,96.08,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-05,,96.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-06,,96.25,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-07,,95.22,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-08,,95.48,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,SI,Slovenia,2011-09,,96.05,,,,,
